Model,Seed,Epoch,Train_Loss,Test_Loss,Train_Acc,Test_Acc,F1,AUROC,Epoch_time
GCNN_CYCLIC_8_AdamW_lr0.001_wd0.0001,42,8,0.5603,0.627,0.6879,0.642,0.7065,0.6099,26.37
GCNN_CYCLIC_8_AdamW_lr0.001_wd0.0001,42,9,0.5589,0.6353,0.6882,0.6408,0.7017,0.6605,26.38
GCNN_CYCLIC_8_AdamW_lr0.001_wd0.0001,42,10,0.5004,0.5088,0.7425,0.7532,0.7732,0.8139,26.37
GCNN_CYCLIC_8_AdamW_lr0.001_wd0.0001,42,11,0.3993,0.5523,0.8151,0.7245,0.6855,0.8385,26.37
GCNN_CYCLIC_8_AdamW_lr0.001_wd0.0001,42,12,0.3808,0.5593,0.8235,0.7337,0.6987,0.8462,26.37
GCNN_CYCLIC_8_AdamW_lr0.001_wd0.0001,42,13,0.3685,0.5773,0.8325,0.7154,0.6704,0.8422,26.38
GCNN_CYCLIC_8_AdamW_lr0.001_wd0.0001,42,14,0.3567,0.5063,0.8396,0.751,0.7449,0.8431,26.37
GCNN_CYCLIC_8_AdamW_lr0.001_wd0.0001,42,15,0.3515,0.5631,0.8431,0.7329,0.7089,0.8382,26.37
GCNN_CYCLIC_8_AdamW_lr0.001_wd0.0001,42,16,0.3502,0.5161,0.8412,0.7495,0.7355,0.8469,26.37
GCNN_CYCLIC_8_AdamW_lr0.001_wd0.0001,42,17,0.3416,0.5545,0.8457,0.7344,0.7048,0.8495,26.36
GCNN_CYCLIC_8_AdamW_lr0.001_wd0.0001,42,18,0.3356,0.5167,0.8505,0.7519,0.7448,0.8457,26.37
GCNN_CYCLIC_8_AdamW_lr0.001_wd0.0001,42,19,0.3272,0.5806,0.8558,0.7204,0.673,0.8461,26.37
GCNN_CYCLIC_8_AdamW_lr0.001_wd0.0001,42,20,0.3237,0.5046,0.858,0.7593,0.7538,0.8514,26.36
GCNN_CYCLIC_8_AdamW_lr0.001_wd0.0001,42,21,0.3199,0.6082,0.8603,0.7057,0.6373,0.8523,26.36
GCNN_CYCLIC_8_AdamW_lr0.001_wd0.0001,42,22,0.3144,0.5575,0.8609,0.73,0.6906,0.852,26.37
GCNN_CYCLIC_8_AdamW_lr0.001_wd0.0001,42,23,0.3156,0.5386,0.8631,0.7556,0.7278,0.8649,26.36
GCNN_CYCLIC_8_AdamW_lr0.001_wd0.0001,42,24,0.3134,0.5981,0.8632,0.7258,0.6634,0.8712,26.35
GCNN_CYCLIC_8_AdamW_lr0.001_wd0.0001,42,25,0.3109,0.4668,0.8649,0.7821,0.7954,0.8647,26.36
GCNN_CYCLIC_8_AdamW_lr0.001_wd0.0001,42,26,0.3053,0.6002,0.8661,0.72,0.6663,0.8489,26.36
GCNN_CYCLIC_8_AdamW_lr0.001_wd0.0001,42,27,0.3007,0.4921,0.8721,0.7672,0.7543,0.8646,26.37
GCNN_CYCLIC_8_AdamW_lr0.001_wd0.0001,42,28,0.3074,0.5395,0.8652,0.7555,0.7274,0.8639,26.36
GCNN_CYCLIC_8_AdamW_lr0.001_wd0.0001,42,29,0.2997,0.6725,0.8699,0.7154,0.6416,0.8557,26.35
GCNN_CYCLIC_8_AdamW_lr0.001_wd0.0001,42,30,0.2924,0.5462,0.8763,0.7552,0.7266,0.865,26.36
GCNN_CYCLIC_8_AdamW_lr0.001_wd0.0001,15,1,0.5433,0.5242,0.7385,0.7396,0.7471,0.8221,26.33
GCNN_CYCLIC_8_AdamW_lr0.001_wd0.0001,15,2,0.4259,0.5269,0.805,0.7409,0.7296,0.8294,26.34
GCNN_CYCLIC_8_AdamW_lr0.001_wd0.0001,15,3,0.3981,0.4802,0.8187,0.7763,0.7737,0.8584,26.34
GCNN_CYCLIC_8_AdamW_lr0.001_wd0.0001,15,4,0.3756,0.4857,0.8315,0.7642,0.7604,0.8577,26.34
GCNN_CYCLIC_8_AdamW_lr0.001_wd0.0001,15,5,0.3553,0.463,0.842,0.7933,0.7983,0.8711,26.33
GCNN_CYCLIC_8_AdamW_lr0.001_wd0.0001,15,6,0.3468,0.4325,0.8488,0.8041,0.8119,0.8823,26.34
GCNN_CYCLIC_8_AdamW_lr0.001_wd0.0001,15,7,0.3413,0.4298,0.8513,0.8062,0.8121,0.8842,26.34
GCNN_CYCLIC_8_AdamW_lr0.001_wd0.0001,15,8,0.3358,0.4734,0.8563,0.7902,0.7939,0.8744,26.33
GCNN_CYCLIC_8_AdamW_lr0.001_wd0.0001,15,9,0.3327,0.5337,0.8574,0.7592,0.7228,0.8803,26.34
GCNN_CYCLIC_8_AdamW_lr0.001_wd0.0001,15,10,0.3266,0.4463,0.8598,0.797,0.804,0.8786,26.34
GCNN_CYCLIC_8_AdamW_lr0.001_wd0.0001,15,11,0.3242,0.4717,0.8607,0.7944,0.7906,0.8794,26.33
GCNN_CYCLIC_8_AdamW_lr0.001_wd0.0001,15,12,0.3234,0.6053,0.8623,0.7505,0.7034,0.8762,26.33
GCNN_CYCLIC_8_AdamW_lr0.001_wd0.0001,15,13,0.3155,0.4769,0.8688,0.7906,0.7818,0.8815,26.35
GCNN_CYCLIC_8_AdamW_lr0.001_wd0.0001,15,14,0.3182,0.4854,0.8655,0.7812,0.7612,0.883,26.33
GCNN_CYCLIC_8_AdamW_lr0.001_wd0.0001,15,15,0.3134,0.4876,0.8679,0.7785,0.7607,0.8789,26.33
GCNN_CYCLIC_8_AdamW_lr0.001_wd0.0001,15,16,0.3107,0.4925,0.8672,0.7891,0.7797,0.877,26.35
GCNN_CYCLIC_8_AdamW_lr0.001_wd0.0001,15,17,0.3097,0.4742,0.8696,0.7896,0.7831,0.8798,26.34
GCNN_CYCLIC_8_AdamW_lr0.001_wd0.0001,15,18,0.3087,0.4913,0.869,0.7919,0.7828,0.8813,26.34
GCNN_CYCLIC_8_AdamW_lr0.001_wd0.0001,15,19,0.3056,0.5082,0.8726,0.7823,0.7624,0.8818,26.32
GCNN_CYCLIC_8_AdamW_lr0.001_wd0.0001,15,20,0.3033,0.4738,0.8759,0.7869,0.7806,0.8766,26.34
GCNN_CYCLIC_8_AdamW_lr0.001_wd0.0001,15,21,0.3044,0.5744,0.8729,0.764,0.7315,0.8736,26.34
GCNN_CYCLIC_8_AdamW_lr0.001_wd0.0001,15,22,0.3046,0.4383,0.8706,0.7989,0.8105,0.8881,26.35
GCNN_CYCLIC_8_AdamW_lr0.001_wd0.0001,15,23,0.2979,0.5094,0.8765,0.7732,0.7534,0.8751,26.34
GCNN_CYCLIC_8_AdamW_lr0.001_wd0.0001,15,24,0.2964,0.565,0.8758,0.7698,0.7393,0.8763,26.34
GCNN_CYCLIC_8_AdamW_lr0.001_wd0.0001,15,25,0.2926,0.4936,0.8791,0.7858,0.7748,0.8763,26.34
GCNN_CYCLIC_8_AdamW_lr0.001_wd0.0001,15,26,0.2928,0.5175,0.88,0.783,0.784,0.8677,26.33
GCNN_CYCLIC_8_AdamW_lr0.001_wd0.0001,15,27,0.2914,0.456,0.8803,0.7908,0.7889,0.8775,26.34
GCNN_CYCLIC_8_AdamW_lr0.001_wd0.0001,15,28,0.2908,0.4729,0.882,0.7915,0.7912,0.8728,26.34
GCNN_CYCLIC_8_AdamW_lr0.001_wd0.0001,15,29,0.2857,0.5509,0.8836,0.773,0.7441,0.8785,26.34
GCNN_CYCLIC_8_AdamW_lr0.001_wd0.0001,15,30,0.2842,0.486,0.8845,0.781,0.7715,0.8732,26.33
GCNN_CYCLIC_8_AdamW_lr0.001_wd0.0001,67,1,0.5882,0.62,0.6713,0.6476,0.7229,0.5936,26.37
GCNN_CYCLIC_8_AdamW_lr0.001_wd0.0001,67,2,0.5706,0.6241,0.6796,0.642,0.705,0.6714,26.34
GCNN_CYCLIC_8_AdamW_lr0.001_wd0.0001,67,3,0.5623,0.6559,0.6854,0.6101,0.653,0.6605,26.35
GCNN_CYCLIC_8_AdamW_lr0.001_wd0.0001,67,4,0.5452,0.5477,0.7039,0.7762,0.7915,0.8253,26.34
GCNN_CYCLIC_8_AdamW_lr0.001_wd0.0001,67,5,0.4316,0.5522,0.8016,0.7179,0.6741,0.8352,26.34
GCNN_CYCLIC_8_AdamW_lr0.001_wd0.0001,67,6,0.4011,0.5088,0.817,0.7413,0.7178,0.8467,26.33
GCNN_CYCLIC_8_AdamW_lr0.001_wd0.0001,67,7,0.3883,0.5264,0.8228,0.7432,0.7192,0.845,26.35
GCNN_CYCLIC_8_AdamW_lr0.001_wd0.0001,67,8,0.379,0.5237,0.8276,0.7464,0.7287,0.8445,26.35
GCNN_CYCLIC_8_AdamW_lr0.001_wd0.0001,67,9,0.3655,0.5112,0.8363,0.7664,0.7547,0.8545,26.35
GCNN_CYCLIC_8_AdamW_lr0.001_wd0.0001,67,10,0.3518,0.5194,0.8433,0.7496,0.717,0.8637,26.33
GCNN_CYCLIC_8_AdamW_lr0.001_wd0.0001,67,11,0.3438,0.5,0.8472,0.7711,0.7617,0.8652,26.33
GCNN_CYCLIC_8_AdamW_lr0.001_wd0.0001,67,12,0.34,0.5102,0.8486,0.7595,0.734,0.8683,26.34
GCNN_CYCLIC_8_AdamW_lr0.001_wd0.0001,67,13,0.3301,0.4828,0.8563,0.7701,0.7556,0.8686,26.34
GCNN_CYCLIC_8_AdamW_lr0.001_wd0.0001,67,14,0.3318,0.5243,0.8545,0.7527,0.7203,0.8694,26.35
GCNN_CYCLIC_8_AdamW_lr0.001_wd0.0001,67,15,0.3217,0.5201,0.8603,0.7614,0.7317,0.877,26.35
GCNN_CYCLIC_8_AdamW_lr0.001_wd0.0001,67,16,0.3217,0.5589,0.8601,0.7421,0.6966,0.8696,26.34
GCNN_CYCLIC_8_AdamW_lr0.001_wd0.0001,67,17,0.3191,0.5199,0.8613,0.7516,0.7254,0.8631,26.33
GCNN_CYCLIC_8_AdamW_lr0.001_wd0.0001,67,18,0.3199,0.5419,0.8593,0.7451,0.7025,0.8716,26.34
GCNN_CYCLIC_8_AdamW_lr0.001_wd0.0001,67,19,0.3134,0.5138,0.863,0.7604,0.7446,0.8592,26.36
GCNN_CYCLIC_8_AdamW_lr0.001_wd0.0001,67,20,0.317,0.5313,0.8616,0.7524,0.7179,0.8689,26.34
GCNN_CYCLIC_8_AdamW_lr0.001_wd0.0001,67,21,0.315,0.502,0.8635,0.76,0.7388,0.8699,26.34
GCNN_CYCLIC_8_AdamW_lr0.001_wd0.0001,67,22,0.311,0.485,0.8658,0.7755,0.7865,0.8637,26.35
GCNN_CYCLIC_8_AdamW_lr0.001_wd0.0001,67,23,0.3078,0.5169,0.8669,0.7551,0.7286,0.8698,26.35
GCNN_CYCLIC_8_AdamW_lr0.001_wd0.0001,67,24,0.3084,0.5752,0.8653,0.7396,0.6992,0.8571,26.34
GCNN_CYCLIC_8_AdamW_lr0.001_wd0.0001,67,25,0.3066,0.4932,0.8682,0.7662,0.7521,0.865,26.35
GCNN_CYCLIC_8_AdamW_lr0.001_wd0.0001,67,26,0.3009,0.5196,0.8713,0.7587,0.7342,0.8651,26.34
GCNN_CYCLIC_8_AdamW_lr0.001_wd0.0001,67,27,0.3045,0.5221,0.8677,0.7543,0.7342,0.8602,26.34
GCNN_CYCLIC_8_AdamW_lr0.001_wd0.0001,67,28,0.2974,0.599,0.8714,0.7238,0.667,0.8628,26.36
GCNN_CYCLIC_8_AdamW_lr0.001_wd0.0001,67,29,0.2944,0.5956,0.8748,0.7305,0.6793,0.8567,26.35
GCNN_CYCLIC_8_AdamW_lr0.001_wd0.0001,67,30,0.2986,0.5828,0.8723,0.7387,0.6944,0.8625,26.33
GCNN_DIHEDRAL_8_Adam_lr0.01_wd0.0,42,1,0.5452,0.5075,0.7286,0.7623,0.7806,0.8249,55.59
GCNN_DIHEDRAL_8_Adam_lr0.01_wd0.0,42,2,0.4317,0.5825,0.7999,0.7227,0.6861,0.8224,55.61
GCNN_DIHEDRAL_8_Adam_lr0.01_wd0.0,42,3,0.4164,0.5178,0.8056,0.7536,0.7583,0.8304,55.61
GCNN_DIHEDRAL_8_Adam_lr0.01_wd0.0,42,4,0.4084,0.5141,0.8086,0.7572,0.7707,0.831,55.63
GCNN_DIHEDRAL_8_Adam_lr0.01_wd0.0,42,5,0.4022,0.5916,0.8129,0.7363,0.7164,0.8217,55.6
GCNN_DIHEDRAL_8_Adam_lr0.01_wd0.0,42,6,0.3983,0.5166,0.8143,0.7544,0.7613,0.8348,55.62
GCNN_DIHEDRAL_8_Adam_lr0.01_wd0.0,42,7,0.3845,0.5365,0.8256,0.7499,0.7297,0.8432,55.62
GCNN_DIHEDRAL_8_Adam_lr0.01_wd0.0,42,8,0.3694,0.4554,0.8324,0.7921,0.7873,0.8715,55.64
GCNN_DIHEDRAL_8_Adam_lr0.01_wd0.0,42,9,0.3588,0.5275,0.8383,0.7617,0.7454,0.85,55.61
GCNN_DIHEDRAL_8_Adam_lr0.01_wd0.0,42,10,0.3523,0.5169,0.8416,0.7676,0.7696,0.8442,55.61
GCNN_DIHEDRAL_8_Adam_lr0.01_wd0.0,42,11,0.3454,0.5552,0.8448,0.7495,0.7261,0.8427,55.63
GCNN_DIHEDRAL_8_Adam_lr0.01_wd0.0,42,12,0.3426,0.5218,0.8485,0.7597,0.7347,0.8598,55.62
GCNN_DIHEDRAL_8_Adam_lr0.01_wd0.0,42,13,0.3366,0.4895,0.8533,0.7714,0.7577,0.8619,55.63
GCNN_DIHEDRAL_8_Adam_lr0.01_wd0.0,42,14,0.3304,0.5286,0.8553,0.7519,0.7295,0.8501,55.63
GCNN_DIHEDRAL_8_Adam_lr0.01_wd0.0,42,15,0.3242,0.5202,0.8591,0.7574,0.7358,0.8564,55.63
GCNN_DIHEDRAL_8_Adam_lr0.01_wd0.0,42,16,0.3165,0.5788,0.8623,0.7301,0.6871,0.8468,55.63
GCNN_DIHEDRAL_8_Adam_lr0.01_wd0.0,42,17,0.3146,0.6185,0.8629,0.7136,0.6489,0.8478,55.63
GCNN_DIHEDRAL_8_Adam_lr0.01_wd0.0,42,18,0.3074,0.6025,0.8692,0.7288,0.6812,0.8479,55.63
GCNN_DIHEDRAL_8_Adam_lr0.01_wd0.0,42,19,0.3087,0.5502,0.8638,0.7504,0.732,0.8434,55.63
GCNN_DIHEDRAL_8_Adam_lr0.01_wd0.0,42,20,0.3004,0.5305,0.8698,0.7535,0.7226,0.8602,55.63
GCNN_DIHEDRAL_8_Adam_lr0.01_wd0.0,42,21,0.2978,0.5493,0.8703,0.7439,0.7138,0.8506,55.64
GCNN_DIHEDRAL_8_Adam_lr0.01_wd0.0,42,22,0.2956,0.5166,0.874,0.7647,0.7607,0.8508,55.64
GCNN_DIHEDRAL_8_Adam_lr0.01_wd0.0,42,23,0.2969,0.5645,0.8729,0.7401,0.6986,0.8576,55.64
GCNN_DIHEDRAL_8_Adam_lr0.01_wd0.0,42,24,0.2894,0.5539,0.8752,0.7437,0.7046,0.8598,55.64
GCNN_DIHEDRAL_8_Adam_lr0.01_wd0.0,42,25,0.289,0.5385,0.8759,0.752,0.7287,0.8505,55.64
GCNN_DIHEDRAL_8_Adam_lr0.01_wd0.0,42,26,0.2873,0.5773,0.8771,0.7387,0.7219,0.8282,55.65
GCNN_DIHEDRAL_8_Adam_lr0.01_wd0.0,42,27,0.2871,0.571,0.879,0.7491,0.7509,0.8309,55.63
GCNN_DIHEDRAL_8_Adam_lr0.01_wd0.0,42,28,0.2815,0.6059,0.8809,0.7298,0.6917,0.8392,55.64
GCNN_DIHEDRAL_8_Adam_lr0.01_wd0.0,42,29,0.2758,0.6444,0.8838,0.7188,0.6667,0.8356,55.62
GCNN_DIHEDRAL_8_Adam_lr0.01_wd0.0,42,30,0.2763,0.6831,0.8831,0.7011,0.6072,0.85,55.64
GCNN_DIHEDRAL_8_Adam_lr0.01_wd0.0,15,1,0.4936,0.4973,0.7605,0.761,0.7695,0.8404,55.61
GCNN_DIHEDRAL_8_Adam_lr0.01_wd0.0,15,2,0.4239,0.4832,0.7972,0.7729,0.7861,0.8448,55.61
GCNN_DIHEDRAL_8_Adam_lr0.01_wd0.0,15,3,0.4107,0.5296,0.8076,0.7636,0.7652,0.8363,55.58
GCNN_DIHEDRAL_8_Adam_lr0.01_wd0.0,15,4,0.404,0.5306,0.8129,0.7696,0.7617,0.8422,55.59
GCNN_DIHEDRAL_8_Adam_lr0.01_wd0.0,15,5,0.3959,0.5115,0.8173,0.767,0.7593,0.846,55.6
GCNN_DIHEDRAL_8_Adam_lr0.01_wd0.0,15,6,0.3906,0.4919,0.8216,0.7732,0.7693,0.8524,55.61
GCNN_DIHEDRAL_8_Adam_lr0.01_wd0.0,15,7,0.3808,0.5818,0.825,0.7505,0.7439,0.8293,55.61
GCNN_DIHEDRAL_8_Adam_lr0.01_wd0.0,15,8,0.3715,0.5696,0.8332,0.7454,0.7218,0.8435,55.6
GCNN_DIHEDRAL_8_Adam_lr0.01_wd0.0,15,9,0.3598,0.5646,0.8387,0.751,0.7268,0.8518,55.62
GCNN_DIHEDRAL_8_Adam_lr0.01_wd0.0,15,10,0.3472,0.4797,0.8452,0.774,0.773,0.8624,55.61
GCNN_DIHEDRAL_8_Adam_lr0.01_wd0.0,15,11,0.3388,0.5527,0.8531,0.7533,0.7075,0.8787,55.6
GCNN_DIHEDRAL_8_Adam_lr0.01_wd0.0,15,12,0.3326,0.5472,0.8531,0.7556,0.7266,0.863,55.61
GCNN_DIHEDRAL_8_Adam_lr0.01_wd0.0,15,13,0.3224,0.4972,0.8609,0.7763,0.7651,0.8688,55.62
GCNN_DIHEDRAL_8_Adam_lr0.01_wd0.0,15,14,0.3174,0.5255,0.863,0.765,0.7339,0.88,55.62
GCNN_DIHEDRAL_8_Adam_lr0.01_wd0.0,15,15,0.307,0.5228,0.8688,0.7784,0.7588,0.8744,55.6
GCNN_DIHEDRAL_8_Adam_lr0.01_wd0.0,15,16,0.3043,0.5466,0.8714,0.7577,0.7338,0.8617,55.62
GCNN_DIHEDRAL_8_Adam_lr0.01_wd0.0,15,17,0.3003,0.5518,0.8732,0.7592,0.7275,0.8684,55.61
GCNN_DIHEDRAL_8_Adam_lr0.01_wd0.0,15,18,0.2965,0.6142,0.8747,0.7361,0.6827,0.8678,55.59
GCNN_DIHEDRAL_8_Adam_lr0.01_wd0.0,15,19,0.2912,0.5043,0.8775,0.782,0.7646,0.8797,55.6
GCNN_DIHEDRAL_8_Adam_lr0.01_wd0.0,15,20,0.2879,0.5646,0.8784,0.7584,0.7206,0.8764,55.59
GCNN_DIHEDRAL_8_Adam_lr0.01_wd0.0,15,21,0.2893,0.5003,0.8785,0.7852,0.7745,0.8742,55.59
GCNN_DIHEDRAL_8_Adam_lr0.01_wd0.0,15,22,0.2819,0.5644,0.882,0.7588,0.7316,0.8646,55.59
GCNN_DIHEDRAL_8_Adam_lr0.01_wd0.0,15,23,0.2785,0.5613,0.8831,0.7624,0.7359,0.8691,55.59
GCNN_DIHEDRAL_8_Adam_lr0.01_wd0.0,15,24,0.2777,0.5254,0.8836,0.771,0.7409,0.8848,55.6
GCNN_DIHEDRAL_8_Adam_lr0.01_wd0.0,15,25,0.2747,0.5508,0.8855,0.7677,0.7399,0.8715,55.59
GCNN_DIHEDRAL_8_Adam_lr0.01_wd0.0,15,26,0.2766,0.5621,0.883,0.7603,0.7507,0.8566,55.6
GCNN_DIHEDRAL_8_Adam_lr0.01_wd0.0,15,27,0.273,0.5848,0.8862,0.76,0.7279,0.8671,55.6
GCNN_DIHEDRAL_8_Adam_lr0.01_wd0.0,15,28,0.2756,0.5658,0.884,0.7687,0.7391,0.8789,55.58
GCNN_DIHEDRAL_8_Adam_lr0.01_wd0.0,15,29,0.267,0.5873,0.8884,0.7555,0.722,0.8665,55.6
GCNN_DIHEDRAL_8_Adam_lr0.01_wd0.0,15,30,0.2651,0.623,0.8906,0.7449,0.7005,0.8622,55.6
GCNN_DIHEDRAL_8_Adam_lr0.01_wd0.0,67,1,0.4852,0.4937,0.7656,0.7773,0.7859,0.8435,55.61
GCNN_DIHEDRAL_8_Adam_lr0.01_wd0.0,67,2,0.4231,0.4981,0.8005,0.7772,0.7841,0.8487,55.61
GCNN_DIHEDRAL_8_Adam_lr0.01_wd0.0,67,3,0.405,0.5017,0.8121,0.7773,0.7789,0.8496,55.61
GCNN_DIHEDRAL_8_Adam_lr0.01_wd0.0,67,4,0.3962,0.5345,0.8179,0.7607,0.7556,0.8456,55.59
GCNN_DIHEDRAL_8_Adam_lr0.01_wd0.0,67,5,0.3831,0.5286,0.8226,0.747,0.7261,0.8476,55.59
GCNN_DIHEDRAL_8_Adam_lr0.01_wd0.0,67,6,0.3753,0.504,0.8278,0.7418,0.7045,0.8549,55.59
GCNN_DIHEDRAL_8_Adam_lr0.01_wd0.0,67,7,0.3567,0.4918,0.8412,0.7727,0.7581,0.8726,55.58
GCNN_DIHEDRAL_8_Adam_lr0.01_wd0.0,67,8,0.3446,0.5162,0.8475,0.7532,0.7266,0.8618,55.6
GCNN_DIHEDRAL_8_Adam_lr0.01_wd0.0,67,9,0.3305,0.4441,0.8548,0.7902,0.8046,0.879,55.59
GCNN_DIHEDRAL_8_Adam_lr0.01_wd0.0,67,10,0.3243,0.4881,0.8575,0.7769,0.7557,0.8821,55.58
GCNN_DIHEDRAL_8_Adam_lr0.01_wd0.0,67,11,0.3255,0.6039,0.86,0.7406,0.722,0.8352,55.57
GCNN_DIHEDRAL_8_Adam_lr0.01_wd0.0,67,12,0.3144,0.5303,0.8669,0.7676,0.7416,0.8717,55.58
GCNN_DIHEDRAL_8_Adam_lr0.01_wd0.0,67,13,0.3182,0.4838,0.8585,0.7822,0.7706,0.8761,55.58
GCNN_DIHEDRAL_8_Adam_lr0.01_wd0.0,67,14,0.3109,0.54,0.8658,0.7496,0.7288,0.8523,55.59
GCNN_DIHEDRAL_8_Adam_lr0.01_wd0.0,67,15,0.3043,0.5797,0.8713,0.7401,0.7281,0.8321,55.59
GCNN_DIHEDRAL_8_Adam_lr0.01_wd0.0,67,16,0.3013,0.599,0.8701,0.75,0.7172,0.855,55.6
GCNN_DIHEDRAL_8_Adam_lr0.01_wd0.0,67,17,0.3008,0.5045,0.8715,0.7655,0.7643,0.8565,55.6
GCNN_DIHEDRAL_8_Adam_lr0.01_wd0.0,67,18,0.2958,0.4851,0.8762,0.7887,0.7915,0.8708,55.59
GCNN_DIHEDRAL_8_Adam_lr0.01_wd0.0,67,19,0.2976,0.6637,0.8725,0.7351,0.7182,0.8249,55.59
GCNN_DIHEDRAL_8_Adam_lr0.01_wd0.0,67,20,0.2916,0.5677,0.8744,0.7849,0.7728,0.8643,55.58
GCNN_DIHEDRAL_8_Adam_lr0.01_wd0.0,67,21,0.2924,0.6617,0.8742,0.7053,0.6885,0.7997,55.59
GCNN_DIHEDRAL_8_Adam_lr0.01_wd0.0,67,22,0.2864,0.4767,0.8769,0.8029,0.802,0.8822,55.58
GCNN_DIHEDRAL_8_Adam_lr0.01_wd0.0,67,23,0.2874,0.556,0.876,0.7577,0.7504,0.8441,55.57
GCNN_DIHEDRAL_8_Adam_lr0.01_wd0.0,67,24,0.2828,0.5385,0.8795,0.7682,0.7432,0.8706,55.58
GCNN_DIHEDRAL_8_Adam_lr0.01_wd0.0,67,25,0.2767,0.5849,0.8841,0.7647,0.7352,0.869,55.57
GCNN_DIHEDRAL_8_Adam_lr0.01_wd0.0,67,26,0.2791,0.6521,0.8833,0.7341,0.7015,0.8382,55.58
GCNN_DIHEDRAL_8_Adam_lr0.01_wd0.0,67,27,0.2772,0.5569,0.8828,0.7676,0.7746,0.847,55.57
GCNN_DIHEDRAL_8_Adam_lr0.01_wd0.0,67,28,0.2772,0.5769,0.8843,0.7543,0.7476,0.8427,55.59
GCNN_DIHEDRAL_8_Adam_lr0.01_wd0.0,67,29,0.2756,0.8084,0.8848,0.6792,0.6129,0.8043,55.57
GCNN_DIHEDRAL_8_Adam_lr0.01_wd0.0,67,30,0.2709,0.6376,0.888,0.745,0.715,0.8457,55.57
GCNN_CYCLIC_16_AdamW_lr0.001_wd0.0001,42,1,0.6226,0.6529,0.6266,0.6313,0.6839,0.6033,43.36
GCNN_CYCLIC_16_AdamW_lr0.001_wd0.0001,42,2,0.5738,0.6124,0.6773,0.6527,0.7236,0.604,43.37
GCNN_CYCLIC_16_AdamW_lr0.001_wd0.0001,42,3,0.5676,0.6029,0.6819,0.6516,0.7252,0.7316,43.37
GCNN_CYCLIC_16_AdamW_lr0.001_wd0.0001,42,4,0.6485,0.6929,0.5611,0.499,0.6655,0.7125,43.37
GCNN_CYCLIC_16_AdamW_lr0.001_wd0.0001,42,5,0.6411,0.6314,0.6019,0.692,0.6949,0.7646,43.37
GCNN_CYCLIC_16_AdamW_lr0.001_wd0.0001,42,6,0.4576,0.5286,0.7902,0.7372,0.7393,0.8151,43.38
GCNN_CYCLIC_16_AdamW_lr0.001_wd0.0001,42,7,0.4164,0.6039,0.8091,0.7,0.6571,0.8019,43.36
GCNN_CYCLIC_16_AdamW_lr0.001_wd0.0001,42,8,0.4022,0.5346,0.8174,0.7429,0.7522,0.8103,43.36
GCNN_CYCLIC_16_AdamW_lr0.001_wd0.0001,42,9,0.3927,0.5418,0.8212,0.7527,0.7443,0.8222,43.37
GCNN_CYCLIC_16_AdamW_lr0.001_wd0.0001,42,10,0.3826,0.5006,0.8271,0.7698,0.775,0.842,43.36
GCNN_CYCLIC_16_AdamW_lr0.001_wd0.0001,42,11,0.3796,0.4941,0.8275,0.7729,0.7736,0.8425,43.36
GCNN_CYCLIC_16_AdamW_lr0.001_wd0.0001,42,12,0.3723,0.5105,0.8301,0.7541,0.7426,0.8475,43.36
GCNN_CYCLIC_16_AdamW_lr0.001_wd0.0001,42,13,0.3654,0.5437,0.8368,0.7371,0.7064,0.8469,43.36
GCNN_CYCLIC_16_AdamW_lr0.001_wd0.0001,42,14,0.3642,0.4828,0.8347,0.7673,0.7703,0.8498,43.36
GCNN_CYCLIC_16_AdamW_lr0.001_wd0.0001,42,15,0.3631,0.4768,0.8366,0.7764,0.7793,0.8523,43.35
GCNN_CYCLIC_16_AdamW_lr0.001_wd0.0001,42,16,0.3584,0.5162,0.8413,0.7553,0.7346,0.8501,43.35
GCNN_CYCLIC_16_AdamW_lr0.001_wd0.0001,42,17,0.3501,0.5117,0.845,0.7511,0.7304,0.8567,43.36
GCNN_CYCLIC_16_AdamW_lr0.001_wd0.0001,42,18,0.3477,0.4759,0.8466,0.7733,0.7688,0.8571,43.37
GCNN_CYCLIC_16_AdamW_lr0.001_wd0.0001,42,19,0.3489,0.5145,0.8448,0.747,0.7169,0.8652,43.37
GCNN_CYCLIC_16_AdamW_lr0.001_wd0.0001,42,20,0.3435,0.4847,0.8482,0.7698,0.7658,0.8594,43.37
GCNN_CYCLIC_16_AdamW_lr0.001_wd0.0001,42,21,0.334,0.4968,0.8542,0.7687,0.7654,0.8585,43.36
GCNN_CYCLIC_16_AdamW_lr0.001_wd0.0001,42,22,0.331,0.4873,0.8536,0.7601,0.7456,0.859,43.36
GCNN_CYCLIC_16_AdamW_lr0.001_wd0.0001,42,23,0.3298,0.4957,0.8554,0.7679,0.7669,0.8517,43.36
GCNN_CYCLIC_16_AdamW_lr0.001_wd0.0001,42,24,0.3282,0.4924,0.8558,0.7726,0.765,0.8602,43.36
GCNN_CYCLIC_16_AdamW_lr0.001_wd0.0001,42,25,0.3224,0.5159,0.8595,0.7553,0.7223,0.8708,43.35
GCNN_CYCLIC_16_AdamW_lr0.001_wd0.0001,42,26,0.3185,0.4905,0.8631,0.7684,0.7628,0.8617,43.36
GCNN_CYCLIC_16_AdamW_lr0.001_wd0.0001,42,27,0.3155,0.5258,0.8648,0.7598,0.7281,0.8709,43.36
